,amount,v1,v2,v3,v4,v5,v6,v7,time,class
4166,144.76,-3.27,1.12,-2.63,0.76,0.03,-1.79,0.1,152,0
4167,226.6,-1.47,1.22,-1.21,0.06,-0.33,-2.76,-0.71,210,0
4168,424.0,0.75,2.73,2.25,-0.22,-0.78,0.19,-0.52,84,0
4169,305.79,-4.08,-0.99,2.75,1.24,0.08,-0.21,0.08,3,0
4170,68.39,1.76,1.57,2.85,0.52,0.11,0.37,-0.62,185,0
4171,441.75,-0.72,2.07,2.8,0.05,0.99,-2.11,1.08,342,0
4172,154.62,-1.65,1.8,-2.64,0.5,0.07,-2.93,0.4,409,0
4173,264.86,2.79,-0.7,-2.06,0.77,0.77,-0.02,0.65,308,0
4174,377.73,-2.22,-1.4,2.55,1.34,-0.79,0.62,0.62,345,0
4175,386.48,0.11,1.32,2.01,-0.56,1.0,-1.54,1.12,368,0
4176,462.59,-1.79,-1.83,0.22,0.02,-0.22,-2.48,1.25,325,0
4177,186.44,-3.84,-2.72,2.08,-0.82,-0.6,-2.61,-0.49,57,0
4178,353.61,2.05,-2.74,-2.2,0.19,0.35,-0.35,0.3,194,0
4179,13.52,-2.35,-1.91,1.67,-0.8,-0.25,0.91,-0.17,200,0
4180,473.37,-3.87,2.99,-0.71,0.07,0.32,-1.38,0.83,126,0
4181,493.9,2.47,2.25,0.32,-0.17,-0.89,-2.44,-0.79,294,0
4182,101.97,0.5,0.71,0.54,-0.45,-0.25,-2.81,-0.9,100,0
4183,178.48,-3.17,2.45,2.25,-0.98,-0.81,0.32,-0.87,51,0
4184,463.72,2.04,0.54,-0.27,1.06,0.77,-2.85,0.8,33,0
4185,58.3,1.94,0.93,0.36,-0.75,-0.06,-1.45,0.49,53,0
4186,427.54,2.81,1.26,2.46,1.8,0.35,-2.25,0.41,128,0
4187,116.47,-0.59,0.18,0.79,1.86,-0.21,-1.3,-0.82,81,0
4188,62.03,-3.73,-0.97,-2.8,1.28,0.88,-2.95,0.85,46,0
4189,164.33,-3.62,2.66,-1.9,0.97,-0.76,-2.5,-0.18,451,0
4190,459.82,-3.35,-1.43,0.15,-0.74,0.27,-2.98,-0.4,308,0
4191,16.94,-2.48,2.62,2.88,0.83,-0.36,-2.81,0.66,398,0
4192,114.46,0.79,-0.07,0.41,-0.38,0.41,0.66,-0.07,376,0
4193,465.54,-0.51,2.37,0.52,0.28,0.8,-0.22,0.77,98,0
4194,261.94,2.88,-1.4,-2.37,0.01,0.95,-2.52,-0.27,210,0
4195,349.6,-4.77,-1.77,1.54,-0.83,-0.69,0.02,-0.19,394,0
4196,487.49,-4.02,1.7,2.45,-0.44,0.97,-2.11,1.38,498,0
4197,398.25,-3.49,-2.49,2.89,1.3,-0.89,-0.88,1.92,416,0
4198,198.0,-0.14,-2.97,-2.59,1.72,-0.99,-2.29,0.61,292,0
4199,493.89,-0.99,-2.61,-1.26,1.53,-0.13,-0.89,0.36,442,0
4200,147.86,-1.29,-1.26,-0.57,0.98,0.52,-2.49,1.23,132,0
4201,356.92,-1.34,2.65,2.74,1.65,0.95,-1.88,0.22,176,0
4202,34.02,-0.89,2.35,0.73,1.08,-0.83,0.22,1.18,327,0
4203,227.31,-0.74,1.5,-1.18,1.24,0.29,-0.18,-0.37,0,0
4204,59.69,-1.48,0.14,-1.43,1.65,0.49,-1.06,0.64,440,0
4205,157.55,-3.5,2.52,0.15,0.58,-0.41,-0.96,1.22,79,0
4206,474.91,-3.09,0.79,-1.41,0.78,-0.35,-0.19,0.0,391,0
4207,101.08,2.97,-0.56,-2.86,-0.67,-0.5,0.2,0.22,290,0
4208,487.38,0.04,1.99,0.08,-0.28,-0.43,0.77,-0.66,302,0
4209,37.24,-4.23,1.61,-0.87,0.6,-0.6,-1.4,1.01,383,0
4210,128.0,-1.72,-2.04,2.25,-0.49,-0.18,-0.75,1.85,283,0
4211,111.74,1.73,1.04,2.6,0.08,-0.07,0.21,0.96,203,0
4212,408.45,-4.72,-1.26,-0.64,0.97,0.58,0.3,0.87,100,0
4213,451.5,1.7,-2.58,-1.33,0.72,-0.15,-0.25,-0.64,167,0
4214,467.14,1.95,-2.38,1.09,1.16,-0.07,-1.91,-0.47,465,0
4215,277.39,-0.14,-1.05,2.03,-0.78,-0.27,-1.58,-0.29,376,0
4216,379.2,1.98,2.18,-0.89,0.88,0.94,-1.16,1.2,239,0
4217,422.11,-1.66,0.72,0.6,1.61,-0.14,-2.74,1.54,385,0
4218,34.35,-2.06,-0.6,-0.6,1.83,0.39,-0.04,1.08,223,0
4219,86.81,-2.24,-1.55,2.94,-0.29,-0.28,-0.11,1.53,288,0
4220,403.91,-3.62,1.23,-1.79,0.95,0.92,-0.27,0.78,232,0
4221,40.72,0.64,2.46,-0.77,0.54,-0.38,-1.01,1.51,85,0
4222,62.96,0.15,-1.21,1.37,-0.54,0.02,-1.61,-0.82,130,0
4223,209.41,-2.82,-2.53,1.74,0.86,-0.87,-2.82,1.43,271,0
4224,344.55,-4.86,2.69,1.8,0.22,-0.12,0.82,0.77,447,0
4225,336.84,-2.42,1.9,-1.45,-0.22,-0.04,0.8,0.43,425,0
4226,430.1,-2.29,-1.94,0.73,1.64,-0.18,-0.59,-0.63,349,0
4227,44.91,-3.67,-1.8,-1.86,0.72,-0.78,-0.52,1.01,416,0
4228,138.05,-3.59,-2.2,0.82,-0.49,-0.06,-2.08,-0.14,113,0
4229,224.69,2.27,2.56,1.4,-0.95,-0.01,0.39,-0.81,466,0
4230,81.2,-4.52,0.57,-2.53,-0.22,0.87,-2.9,-0.85,340,0
4231,136.1,1.41,1.17,-0.83,1.75,-0.5,-1.86,1.61,77,0
4232,453.67,1.0,-2.59,1.88,1.69,-0.58,-2.47,-0.05,102,0
4233,391.55,-2.55,-1.42,-2.35,0.72,-1.0,-0.43,-0.81,426,0
4234,9.64,-3.03,-0.1,2.41,0.06,0.96,0.13,0.35,216,0
4235,212.44,1.89,-1.4,0.43,1.34,0.9,-1.33,0.02,430,0
4236,236.1,-2.1,-1.76,0.14,1.66,0.06,0.85,0.01,386,0
4237,374.31,2.77,1.12,1.25,0.63,0.92,-2.74,0.41,147,0
4238,123.33,1.94,-0.79,-1.47,1.95,-0.25,-2.19,0.44,147,0
4239,376.82,-4.65,-0.98,-2.63,1.45,0.74,-2.27,1.71,344,0
4240,428.48,-2.78,1.43,1.98,0.58,-0.67,0.06,0.34,16,0
4241,436.88,-2.61,1.66,2.19,-0.2,0.8,0.58,1.73,100,0
4242,265.59,-0.0,2.44,-0.65,-0.59,0.84,-2.83,0.48,216,0
4243,109.59,2.03,-1.42,2.6,-0.82,-0.78,-1.06,0.08,381,0
4244,369.62,-0.52,-1.67,0.2,-0.27,-0.3,-2.14,1.73,464,0
4245,462.7,-1.1,1.82,-0.02,1.72,-0.66,0.2,1.79,278,0
4246,253.1,-1.18,2.89,-2.96,0.94,-0.36,-0.36,0.53,247,0
4247,358.1,-3.52,-0.53,-2.86,1.25,0.39,-0.01,0.63,455,0
4248,422.28,-4.18,-0.05,-0.59,-0.48,0.44,0.85,-0.46,116,0
4249,116.53,-0.93,1.94,2.15,0.59,0.04,-0.8,0.16,362,0
4250,348.18,-3.24,0.38,-0.35,-0.11,-0.95,-0.67,0.57,380,0
4251,318.0,-2.05,1.55,1.95,1.98,0.78,-1.28,0.42,56,0
4252,79.63,0.06,1.68,-0.26,-0.98,0.03,-0.82,-0.12,46,0
4253,449.27,-4.67,0.22,0.87,-0.83,-0.78,-1.79,-0.18,396,0
4254,449.24,-1.53,1.52,-2.12,0.97,-0.17,-2.04,0.16,490,0
4255,100.05,-0.16,2.25,0.6,1.27,0.98,-2.97,1.87,273,0
4256,319.99,-2.32,-1.42,2.95,-0.18,-0.85,-2.89,0.07,129,0
4257,141.07,-0.94,2.68,2.97,1.36,-0.94,-2.43,1.62,465,0
4258,289.97,-0.63,0.29,2.02,-0.44,0.05,-1.78,0.16,178,0
4259,353.45,-0.17,-2.9,0.96,-0.23,-0.23,-1.26,-0.23,473,0
4260,282.82,-3.01,0.19,-2.34,-0.93,-0.47,-0.47,0.22,282,0
4261,244.35,0.49,-2.66,-0.24,-0.26,0.79,-0.53,1.65,325,0
4262,190.54,1.2,0.12,2.81,-0.83,0.9,-1.66,0.39,85,0
4263,320.77,-1.51,0.9,-1.01,0.2,-0.25,0.11,0.16,299,0
4264,316.42,-0.84,-1.1,1.37,1.6,0.7,0.4,1.69,485,0
4265,389.65,-0.87,-0.28,2.81,-0.13,-0.26,-1.9,0.49,133,0
4266,236.79,-3.11,2.01,2.28,1.53,0.67,-1.12,-0.29,178,0
4267,76.24,-1.58,2.15,-0.2,1.81,-0.56,-1.65,1.64,109,0
4268,313.06,-4.16,0.48,-2.53,-0.08,-0.5,-1.4,1.52,169,0
4269,400.22,-0.97,0.47,0.75,-0.61,0.03,-0.48,0.16,244,0
4270,256.6,0.15,-2.71,-1.52,-0.58,-0.6,-0.51,1.62,25,0
4271,473.36,-0.44,2.74,2.62,0.87,-0.73,-1.13,1.79,102,0
4272,392.74,-2.65,0.01,1.93,-0.38,0.69,0.58,-0.06,348,0
4273,283.55,2.5,2.89,2.33,0.88,-0.44,-1.65,1.73,119,0
4274,293.55,1.58,2.61,1.91,0.5,0.22,-2.39,-0.39,470,0
4275,157.45,-3.03,-2.84,1.33,0.79,-0.37,-0.88,0.46,385,0
4276,455.06,-1.32,0.51,-0.98,1.52,-0.72,-0.16,0.76,357,0
4277,243.55,-1.1,-0.86,2.67,1.86,0.14,-0.55,1.33,6,0
4278,328.61,0.2,0.38,-1.01,1.85,-0.92,-1.15,0.37,192,0
4279,256.2,0.24,-2.42,0.88,-0.83,-0.7,-1.15,1.72,37,0
4280,233.3,-4.73,-2.98,-0.03,0.03,-0.79,-1.24,-0.17,40,0
4281,381.32,2.89,1.96,1.91,0.7,0.66,0.15,0.38,61,0
4282,4.95,2.97,-1.16,1.29,0.93,0.92,0.27,-0.04,163,0
4283,493.89,1.63,-1.38,0.13,0.3,0.51,-1.82,0.93,76,0
4284,229.11,-0.14,2.65,-2.86,1.99,-0.36,-0.69,0.81,334,0
4285,429.13,-1.12,-2.94,1.74,1.39,-0.29,0.79,-0.57,122,0
4286,107.83,2.79,1.93,-1.14,-0.78,0.85,-2.51,-0.33,410,0
4287,510.98,1.83,-1.49,-2.94,1.04,-0.19,-2.72,0.31,442,0
4288,327.83,-2.88,0.96,-1.08,0.64,-0.29,-2.37,1.46,437,0
4289,309.18,0.09,2.74,-0.29,1.06,0.25,-2.54,-0.65,462,0
4290,407.69,0.85,2.94,1.45,1.18,-0.9,-0.48,0.08,15,0
4291,121.63,-3.56,-1.52,-1.7,0.12,0.09,-2.79,-0.84,63,0
4292,99.3,-0.42,-1.89,2.93,-0.93,-0.91,0.86,1.22,307,0
4293,7.44,-4.24,-0.23,1.63,-0.99,0.44,-1.32,-0.01,14,0
4294,194.21,2.26,-2.94,0.44,1.33,-0.62,0.45,1.3,464,0
4295,409.92,-2.46,1.95,2.14,0.07,-0.67,-2.72,1.23,358,0
4296,375.18,-0.91,2.44,0.36,1.41,0.23,-1.05,0.25,385,0
4297,79.59,-0.0,1.64,0.88,1.04,-0.8,0.66,0.68,490,0
4298,452.7,-2.48,-0.4,0.25,0.57,-0.27,-0.95,0.06,367,0
4299,484.69,-2.81,-1.24,-2.57,1.59,-0.32,-1.68,0.67,197,0
4300,424.0,-1.88,1.99,1.71,1.98,0.95,0.16,1.63,416,0
4301,133.88,0.51,1.72,1.08,-0.91,-0.38,-0.77,0.28,266,0
4302,176.32,1.76,-2.31,1.27,1.77,0.43,-2.13,1.6,291,0
4303,293.11,2.82,-2.04,-1.2,1.4,0.37,-1.16,-0.8,268,0
4304,475.99,2.05,-0.74,0.01,-0.31,0.55,-2.61,-0.98,54,0
4305,266.1,-1.49,-1.56,1.56,0.42,0.16,-2.36,1.04,455,0
4306,359.34,2.92,2.84,2.73,-0.92,-0.23,-2.08,0.64,354,0
4307,309.49,-0.14,-1.72,-0.16,0.7,0.74,-0.7,-0.42,73,0
4308,44.62,-4.75,1.04,1.89,0.11,-0.12,-0.7,1.38,182,0
4309,313.28,1.17,-0.92,-1.28,-0.55,-0.97,-1.29,1.56,65,0
4310,211.5,-4.95,1.37,2.64,1.19,-0.94,-2.11,-0.45,221,0
4311,180.76,2.45,-1.87,-2.21,0.43,0.13,0.49,-0.34,182,0
4312,270.75,-2.27,-1.57,-2.37,0.1,0.7,-0.66,-0.38,85,0
4313,492.17,1.37,2.2,2.39,-0.64,-0.54,0.61,1.01,213,0
4314,372.4,2.01,-0.66,-2.99,0.07,0.56,0.11,-0.79,148,0
4315,486.02,-3.34,-2.48,2.81,-0.55,-0.55,-0.64,1.44,474,0
4316,222.45,1.45,-1.32,2.92,1.74,-0.05,0.78,0.37,26,0
4317,484.2,1.06,-2.62,2.32,0.95,-0.75,-0.05,0.75,209,0
4318,489.46,0.4,-1.71,-0.19,0.89,0.92,-0.43,-0.19,435,0
4319,449.44,-3.36,-1.23,2.04,1.86,-0.33,0.39,0.3,133,0
4320,49.69,-2.97,-1.87,1.64,1.95,0.72,-0.27,0.37,187,0
4321,144.23,-2.79,-2.51,0.42,0.74,-0.39,-0.74,-0.08,407,0
4322,307.91,2.05,1.93,2.06,1.16,0.54,-0.32,0.67,421,0
4323,346.13,-0.72,0.76,0.18,-0.17,0.17,0.78,-0.36,168,0
4324,419.29,-2.02,1.69,-1.44,1.13,0.71,-0.2,1.46,341,0
4325,328.54,1.96,-2.19,1.18,1.93,-0.53,-0.84,-0.81,467,0
4326,148.81,-0.84,-0.39,-1.92,0.83,0.84,-2.22,-0.82,12,0
4327,216.33,-1.13,2.58,-2.84,0.08,-0.27,-2.29,0.08,253,0
4328,425.46,-2.66,-0.63,-0.54,-0.35,-0.45,-0.17,-0.6,144,0
4329,7.22,1.62,1.4,-0.68,-0.98,-0.77,0.69,1.16,168,0
4330,334.78,-1.77,0.07,-2.26,-0.25,0.66,-0.4,0.98,422,0
4331,67.98,-4.85,-0.05,-0.97,-0.96,-0.69,-2.26,1.46,370,0
4332,346.01,-4.17,-2.2,1.32,-0.0,0.58,-0.18,1.14,338,0
4333,170.99,2.25,0.68,2.29,-0.06,0.62,-2.48,0.98,220,0
4334,433.96,-1.58,-2.91,1.67,-0.2,-0.7,0.05,-0.5,336,0
4335,100.44,2.69,0.94,-0.79,0.84,-0.21,-0.09,-0.17,232,0
4336,443.83,-0.23,-2.93,0.58,1.07,-0.53,-0.61,0.06,326,0
4337,493.69,-0.76,-0.55,-1.37,1.46,0.22,-1.69,1.46,218,0
4338,484.52,2.58,-0.74,-0.38,-0.26,0.95,0.46,0.23,153,0
4339,44.14,2.82,-1.45,-2.17,0.5,-0.01,-0.21,-0.8,127,0
4340,289.66,-0.02,-1.22,-0.77,0.15,-0.94,-2.09,-0.81,155,0
4341,133.04,-4.54,-0.06,1.14,1.89,0.45,0.18,-0.76,242,0
4342,315.59,-4.85,-0.48,-0.39,1.37,0.85,0.84,1.46,15,0
4343,148.16,-3.49,-2.02,-1.78,0.23,0.85,0.03,1.66,185,0
4344,69.42,-4.23,-2.27,2.89,-0.65,0.39,0.87,0.19,335,0
4345,109.11,-4.22,-1.09,-1.18,1.65,0.93,-1.22,0.44,333,0
4346,348.35,0.19,0.7,0.39,0.89,0.54,0.55,-0.55,9,0
4347,283.7,-2.01,2.65,-1.07,-0.0,0.64,-2.11,1.19,12,0
4348,185.06,0.28,-1.92,-1.77,0.02,0.89,-0.43,1.11,44,0
4349,232.26,-0.3,-1.96,2.69,1.44,-0.54,-2.19,0.42,374,0
4350,75.09,-2.51,1.77,-2.53,0.28,-0.34,-1.87,-0.77,438,0
4351,213.2,-3.67,-1.9,1.08,1.16,0.97,-2.06,1.44,56,0
4352,245.26,-4.53,1.53,2.77,-0.78,0.72,-1.64,1.24,80,0
4353,421.23,-0.9,-0.89,-1.98,0.79,-0.81,0.92,0.64,144,0
4354,228.91,-4.08,2.77,-0.06,-0.62,-0.76,-1.5,1.97,183,0
4355,465.65,-3.89,1.75,-0.21,1.63,-0.39,-2.04,0.45,235,0
4356,67.22,2.07,0.76,-1.9,1.26,0.71,0.35,-0.84,79,0
4357,164.63,-1.3,-1.51,1.36,-0.72,-0.68,-0.81,1.84,220,0
4358,99.57,-0.06,1.59,-1.83,1.38,0.84,0.3,-0.6,30,0
4359,437.96,1.51,-1.86,1.51,-0.35,-0.68,-1.69,1.86,287,0
4360,234.18,-0.18,1.9,1.72,1.77,0.38,-2.48,0.05,370,0
4361,118.95,-3.58,1.29,-2.43,-0.07,-0.29,-2.04,0.85,340,0
4362,166.52,-2.07,2.52,2.91,-0.83,-0.71,-2.12,0.41,223,0
4363,429.08,-3.71,0.2,-2.84,0.51,0.77,-2.06,0.36,491,0
4364,88.15,-1.8,-0.67,-2.11,1.1,0.83,-2.86,0.22,274,0
4365,21.29,0.89,0.71,-2.3,1.8,-0.19,-0.13,1.17,381,0
4366,372.95,0.69,2.97,0.83,1.96,-0.01,-1.13,1.25,44,0
4367,410.54,-2.7,-1.95,-1.71,-0.19,0.74,-1.48,0.63,147,0
4368,44.95,-1.26,2.56,-2.74,-0.32,-0.68,-1.37,1.87,460,0
4369,147.65,-2.51,1.18,-1.65,0.19,-0.93,-0.34,-0.01,64,0
4370,151.19,2.48,1.95,0.07,0.07,-0.82,-1.12,0.62,196,0
4371,57.78,-3.48,-0.37,-0.27,-0.85,0.39,-0.8,1.33,308,0
4372,247.77,-0.82,2.14,-1.73,0.26,0.74,-2.36,1.43,410,0
4373,443.89,-3.3,-1.54,0.97,-0.67,-0.61,-2.07,1.25,325,0
4374,149.74,-0.43,-0.7,-2.47,0.25,0.09,-1.61,-0.14,221,0
4375,258.75,-3.0,0.53,-1.63,-0.2,-0.6,-2.75,-0.6,434,0
4376,128.84,-4.52,0.56,1.73,0.15,-0.12,-1.81,1.29,196,0
4377,94.99,-2.7,0.66,1.75,-0.14,0.9,-1.31,1.81,161,0
4378,283.99,2.13,-0.58,0.81,0.63,-0.71,0.9,0.46,60,0
4379,503.45,1.89,0.98,0.3,0.72,-0.49,-2.65,1.23,235,0
4380,320.74,1.32,-2.23,-1.42,1.29,-0.12,0.68,-0.97,376,0
4381,40.38,-4.62,2.03,2.88,-0.96,-0.16,-0.78,0.25,292,0
4382,138.36,0.77,-0.66,-0.76,1.67,0.28,-2.26,0.68,48,0
4383,333.78,-3.8,0.27,0.48,0.78,0.6,-2.14,-0.26,255,0
4384,404.19,1.24,2.78,-2.93,-0.28,0.63,-0.85,0.04,241,0
4385,373.56,-4.78,1.6,-1.0,1.11,0.13,-2.9,-0.03,382,0
4386,420.29,-4.98,-2.61,1.92,-0.59,-0.18,-2.48,0.15,434,0
4387,140.86,-0.85,-0.08,0.14,-0.94,0.72,-0.1,1.87,161,0
4388,11.57,-3.98,-1.94,-0.12,0.8,0.39,-1.25,1.78,436,0
4389,78.74,-4.66,0.53,2.89,-0.88,0.74,0.02,-0.45,331,0
4390,340.16,0.67,-2.77,-2.62,-0.56,-0.89,-1.59,-0.71,251,0
4391,504.62,0.27,-2.67,0.16,-0.65,0.89,0.11,0.78,26,0
4392,203.14,1.87,2.15,0.67,0.41,-0.88,-0.61,-0.54,29,0
4393,10.47,-2.71,0.36,1.93,-0.58,-0.84,-2.15,1.25,376,0
4394,461.44,-2.64,-0.14,-1.92,1.41,0.09,0.2,0.0,277,0
4395,288.68,-1.93,0.93,0.15,-0.71,0.39,-1.36,0.17,58,0
4396,300.46,2.38,-1.34,1.32,0.79,0.38,-0.52,-0.41,256,0
4397,440.93,1.74,-0.32,-1.86,-0.51,-0.27,-2.23,0.62,326,0
4398,165.46,-2.38,-0.1,0.67,0.39,-0.03,0.48,1.14,305,0
4399,301.91,-3.23,-0.97,0.41,-0.84,-0.53,-1.28,-0.9,276,0
4400,350.97,-3.8,-1.67,2.4,0.11,-0.2,0.97,-0.04,97,0
4401,74.52,2.32,0.27,0.98,1.77,0.82,-0.63,-0.1,182,0
4402,392.19,-2.85,-1.45,1.16,0.96,-0.62,-2.33,1.56,131,0
4403,482.98,1.07,2.55,-1.72,-1.0,0.59,0.02,1.61,123,0
4404,316.78,-2.98,-2.92,-1.2,1.78,-0.24,-2.9,-0.34,209,0
4405,141.32,-0.22,2.45,0.21,1.07,0.2,-0.98,0.03,402,0
4406,82.76,-4.03,-1.98,0.7,0.3,0.49,-1.57,1.69,64,0
4407,179.6,0.17,1.94,-0.03,0.3,0.44,0.92,0.1,37,0
4408,267.19,-1.21,2.77,1.3,1.15,0.21,-2.2,0.37,186,0
4409,159.11,-1.6,-0.65,2.4,0.19,0.9,-0.97,0.61,56,0
4410,122.92,1.88,0.42,0.46,-0.64,0.41,0.07,0.53,279,0
4411,369.3,0.32,-1.17,0.65,0.94,-0.73,-0.2,0.3,223,0
4412,127.4,0.19,-2.1,0.64,-0.62,-0.19,-2.83,0.66,466,0
4413,383.14,-2.46,3.0,1.17,-0.77,0.67,-2.69,-0.59,136,0
4414,379.89,0.46,-2.34,0.26,0.32,-0.98,-2.09,-0.02,197,0
4415,331.61,2.97,2.97,1.81,1.59,-0.18,-1.89,0.27,392,0
4416,330.96,2.01,-2.15,-1.91,0.53,-0.63,-2.19,1.37,38,0
4417,204.85,1.18,0.07,0.01,0.98,0.0,0.55,-0.86,152,0
4418,54.7,-3.59,0.1,-1.41,0.82,0.76,-2.57,-0.06,79,0
4419,395.32,0.55,-0.27,-1.07,1.63,0.64,-2.82,-1.0,352,0
4420,471.64,-4.83,-2.76,0.55,0.07,0.66,-0.61,1.25,239,0
4421,328.32,-2.09,0.08,-0.99,-0.33,0.74,-2.82,1.89,301,0
4422,17.2,-1.11,-0.22,-2.45,1.55,0.38,-1.25,1.53,135,0
4423,440.63,-0.18,1.21,0.78,-0.07,0.01,-1.05,-0.01,369,0
4424,202.52,-0.68,2.28,-0.24,-0.21,0.61,-2.4,1.69,70,0
4425,237.07,-4.12,-0.18,-0.78,0.73,-0.81,-1.0,1.46,460,0
4426,492.65,-1.13,-0.94,0.57,-0.23,0.44,-1.96,-0.73,137,0
4427,320.18,1.17,-2.03,-2.14,-0.59,0.1,-1.94,1.72,354,0
4428,466.62,2.58,1.81,-2.25,-0.46,-0.15,-1.06,-0.98,87,0
4429,494.85,-3.6,-2.64,0.34,1.96,0.96,-2.81,1.32,401,0
4430,13.75,-4.77,1.77,-1.8,0.58,-0.4,-0.82,1.35,247,0
4431,66.22,1.7,-1.29,-0.93,-0.52,0.87,0.85,0.94,312,0
4432,394.82,-4.09,0.59,-2.13,1.3,0.59,-1.99,1.83,394,0
4433,188.2,-4.84,-0.45,-2.77,1.78,-0.46,-0.95,1.7,219,0
4434,350.77,0.15,2.05,1.43,-0.18,0.51,0.76,-0.91,240,0
4435,390.87,0.79,-2.82,2.94,0.9,0.09,0.16,0.03,317,0
4436,13.07,1.87,-1.86,-0.67,1.63,-0.67,-2.33,0.38,429,0
4437,279.52,1.82,1.51,2.24,0.39,-0.48,-1.64,1.81,310,0
4438,329.23,-0.02,-0.92,2.23,-0.83,0.82,-1.01,0.54,166,0
4439,464.48,-2.06,-1.13,-1.27,0.64,-0.3,0.94,1.13,185,0
4440,264.59,-4.89,-0.08,-2.48,1.28,0.44,-1.66,-0.39,151,0
4441,12.3,2.34,-0.56,-0.04,-0.59,0.97,-1.22,1.34,185,0
4442,369.87,1.62,1.29,1.89,1.84,-0.16,-0.02,1.53,373,0
4443,322.3,1.76,-0.76,-0.89,-0.87,0.42,-1.82,1.62,202,0
4444,136.62,2.48,-2.16,-0.4,1.22,-0.42,0.74,0.14,326,0
4445,28.46,-1.08,2.41,-2.31,-0.2,-0.95,-1.12,1.39,291,0
4446,45.17,-2.31,1.39,2.0,1.0,-0.41,-0.94,0.66,343,0
4447,406.63,-0.57,1.41,-0.62,-0.18,0.38,-1.16,0.84,328,0
4448,327.73,-4.56,1.18,0.01,1.1,0.34,-2.33,1.37,404,0
4449,209.12,-2.5,-2.0,2.68,0.69,-0.27,-1.2,0.64,19,0
4450,97.27,1.0,0.14,1.78,-0.04,0.72,-1.19,-0.26,28,0
4451,184.2,0.79,-2.5,-2.3,1.61,-0.45,-1.99,1.72,335,0
4452,504.3,0.19,1.07,0.56,0.08,-0.04,-2.74,1.54,122,0
4453,247.95,-3.08,2.58,-0.7,1.25,0.59,-0.36,1.19,37,0
4454,418.6,-3.16,1.27,1.3,-0.45,0.76,-0.04,-0.73,118,0
4455,140.35,0.17,-0.24,-1.73,0.6,-0.73,-0.74,0.29,455,0
4456,100.15,0.41,-0.41,-1.75,1.82,-0.37,0.45,1.58,444,0
4457,375.6,-4.03,2.27,-2.11,0.84,-0.81,-2.8,1.61,421,0
4458,259.98,1.91,0.33,0.27,1.29,-0.82,-2.2,-0.25,20,0
4459,406.87,-0.58,2.43,0.69,1.16,0.26,-0.75,0.06,218,0
4460,408.75,-4.88,1.82,0.83,0.59,-0.83,-2.37,-0.25,140,0
4461,351.52,-1.46,2.47,-1.92,0.43,-0.39,-0.09,0.93,186,0
4462,131.97,-0.56,1.53,-0.58,0.24,-0.72,0.36,0.48,61,0
4463,150.28,-1.06,-2.42,1.22,0.05,-0.7,-0.56,1.96,225,0
4464,64.1,2.96,2.03,2.49,1.34,-0.71,0.17,1.59,355,0
4465,185.79,1.69,1.68,-0.31,0.74,0.27,-0.72,0.23,14,0
4466,218.19,1.1,-2.08,0.11,-0.41,0.27,-2.63,0.83,102,0
4467,262.8,-2.06,2.0,-0.03,-0.43,-0.62,-2.09,0.04,440,0
4468,379.0,-2.13,0.73,-1.14,-0.62,0.23,-2.24,0.81,150,0
4469,47.11,-1.54,0.46,-2.29,1.74,-0.95,-1.63,-0.76,94,0
4470,384.23,-4.73,-2.62,2.98,-0.45,0.09,0.67,0.01,462,0
4471,329.43,-2.72,-0.34,-0.92,1.93,-0.73,0.8,0.85,205,0
4472,58.78,-1.55,-0.22,-0.64,1.12,0.9,-2.49,-0.24,157,0
4473,279.36,-2.69,1.99,-2.79,-0.1,-0.57,-1.18,0.24,73,0
4474,43.08,0.33,0.77,1.18,1.56,0.56,-2.94,0.09,340,0
4475,324.98,2.23,-0.45,1.57,1.56,0.75,-2.25,0.88,208,0
4476,230.06,-3.95,-0.76,2.53,-0.68,0.93,-0.97,1.55,34,0
4477,128.68,1.7,2.33,2.26,0.74,-0.02,-1.44,-0.22,413,0
4478,282.07,-3.3,-1.8,1.17,0.65,-0.41,-1.49,-0.98,449,0
4479,417.69,0.69,1.24,1.93,-0.06,-0.79,-1.21,-0.97,51,0
4480,507.21,-1.21,-2.08,0.59,1.41,0.91,0.89,0.09,467,0
4481,75.63,-2.74,-2.2,0.44,1.57,-0.49,-0.41,-0.55,456,0
4482,86.02,0.52,0.11,-1.79,0.39,-0.02,-1.56,1.34,298,0
4483,357.01,1.64,-2.92,1.95,1.59,0.86,-1.22,0.9,401,0
4484,229.06,-3.58,2.2,2.44,-0.27,0.23,-0.0,0.26,384,0
4485,322.25,0.79,2.71,-0.76,-0.44,0.5,-0.31,0.07,191,0
4486,507.88,-2.61,0.72,-1.78,1.88,0.49,-1.72,-0.1,56,0
4487,287.92,0.3,-0.87,-1.28,0.38,-0.15,-2.7,0.63,184,0
4488,135.68,-0.5,-0.45,-0.32,0.55,0.79,-0.89,1.25,433,0
4489,234.39,-3.89,0.48,-1.88,1.9,-0.24,0.06,0.92,82,0
4490,379.5,-0.7,0.64,-1.07,0.68,0.07,-0.15,-0.23,81,0
4491,296.14,-1.44,2.91,0.31,0.64,-0.52,-1.6,-0.32,38,0
4492,258.17,2.33,2.41,2.54,0.78,0.06,-1.03,0.01,238,0
4493,78.49,2.08,1.17,-1.37,-0.87,-0.7,0.0,1.09,328,0
